AV PID,Street Name,Street Number,Map,Lot,Land Area in Acres,Fiscal Year, Total Assessed Land Value , Total Appraised Improvements , Total Appraised Parcel Value ,Sale Date,Book/Page,Q U,Val Code,I V, Price ,Owner Occupied,Use Code,Use Descript, Effective Area , Gross Area , Living Area ,Year Built,,Style,Stories,Occupancy,Roof,Exterior Wall,Heat,Fuel,A/C,Room Count,Bedrooms,Baths,Half Baths,Grade
5598,WASHINGTON AV,415,85,106,0.043618,2018," $116,500 "," $126,800 "," $243,300 ",12/9/2013, 52452/ 135,Q,0,I," $245,000 ",,1010,Single Fam," 1,642 "," 2,984 "," 1,412 ",1920,6,Conventional,2,1,Gable/Hip,Vinyl Siding,Steam,Gas,None,,3,1,1,Average
5589,WASHINGTON AV,416,85,95,0.09646465,2018," $162,000 "," $249,000 "," $411,000 ",, 17839/ 341,U,,, $-   ,Y,1040,TWO FAMILY  ," 3,373 "," 4,668 "," 2,720 ",1920,2F,2 Family,2,2,Flat,Vinyl Siding,Steam,Gas,None,11 Rooms,5,2,0,Average
5590,WASHINGTON AV,418,85,96,0.07522957,2018," $144,800 "," $240,200 "," $385,000 ",4/10/1996, 20481/ 104,Q,0,I," $130,000 ",Y,1040,TWO FAMILY  ," 3,356 "," 4,644 "," 2,852 ",1925,2F,2 Family,2,2,Flat,Vinyl Siding,Hot Water,Gas,None,10 Rooms,6,2,0,Average
5597,WASHINGTON AV,419,85,105,0.15509642,2018," $177,900 "," $282,800 "," $460,700 ",11/30/2011, 48729/ 238,Q,0,I," $280,000 ",Y,1040,TWO FAMILY  ," 3,829 "," 6,626 "," 3,169 ",1920,2F,2 Family,2,2,Gable/Hip,Wood Shingle,Steam,Gas,None,16 Rooms,8,3,0,Average
103101,WASHINGTON AV,422,85,    97A,0,2018, $-   ," $436,800 "," $436,800 ",9/30/2013, 52178/ 226,Q,0,I," $290,000 ",Y,1021,Condo  ," 1,513 "," 2,217 "," 1,164 ",2004,CT,Condo-Twnhse,2,1,Gable/Hip,Cedar or Redwd,Forced Air-Duc,Gas,Central,,2,2,1,Average +10
5592,WASHINGTON AV,426,85,98,0.04437557,2018," $11,700 "," $6,200 "," $17,900 ",7/18/2008, 43818/ 047,U,1V,I," $218,000 ",,1060,AC LND IMP  ," 5,408 "," 7,410 "," 4,440 ",1920,14,Apt 5-8,2,1,Flat,Brick/Masonry,Hot Water,Oil,None,,0,0,,Average
5592,WASHINGTON AV,426,85,98,0.04437557,2018," $11,700 "," $6,200 "," $17,900 ",7/18/2008, 43818/ 047,U,1V,I," $218,000 ",,1060,AC LND IMP  ,,,,,,,,,,,,,,,,,,
5593,WASHINGTON AV,428,85,99,0.0882461,2018," $155,300 "," $115,700 "," $271,000 ",7/18/2008, 43818/ 047,U,1V,I," $218,000 ",Y,1010,Single Fam," 1,580 "," 2,610 "," 1,290 ",1920,6,Conventional,1.5,1,Gable/Hip,Asbest Shingle,Hot Water,Gas,None,,3,2,1,Average
5594,WASHINGTON AV,440,85,100,0.03705234,2018," $110,400 "," $144,300 "," $254,700 ",7/21/2014, 53242/ 300,Q,0,I," $262,000 ",,1010,Single Fam," 1,693 "," 2,002 "," 1,526 ",1910,6,Conventional,3,1,Mansard,Wood Shingle,Steam,Gas,None,,2,1,1,Average +10
100902,WASHINGTON AV,441,85,   101A,0,2018, $-   ," $234,300 "," $234,300 ",4/13/2005, 36846/ 310,Q,0,I," $242,000 ",,1021,Condo  , 798 , 798 , 798 ,1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100903,WASHINGTON AV,441,85,   101B,0,2018, $-   ," $279,500 "," $279,500 ",8/24/2005, 37379/ 143,Q,0,I," $290,000 ",Y,1021,Condo  ," 1,115 "," 1,115 "," 1,115 ",1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100904,WASHINGTON AV,441,85,   101C,0,2018, $-   ," $277,700 "," $277,700 ",11/30/2000, 25613/ 230,Q,1,I," $124,000 ",Y,1021,Condo  ," 1,102 "," 1,102 "," 1,102 ",1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100905,WASHINGTON AV,441,85,   101D,0,2018, $-   ," $275,300 "," $275,300 ",9/30/2003, 32908/ 246,Q,0,I," $221,250 ",Y,1021,Condo  ," 1,084 "," 1,084 "," 1,084 ",1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100906,WASHINGTON AV,441,85,   101E,0,2018, $-   ," $270,700 "," $270,700 ",11/28/2017, 58852/ 227,Q,0,I," $327,500 ",,1021,Condo  ," 1,052 "," 1,052 "," 1,052 ",1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100907,WASHINGTON AV,441,85,   101F,0,2018, $-   ," $288,400 "," $288,400 ",8/31/2017, 58458/ 186,Q,0,I," $313,000 ",,1021,Condo  , 979 , 979 , 979 ,1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100908,WASHINGTON AV,441,85,   101G,0,2018, $-   ," $316,100 "," $316,100 ",10/29/2004, 35780/ 047,Q,0,I," $325,500 ",,1021,Condo  ," 1,154 "," 1,154 "," 1,154 ",1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100909,WASHINGTON AV,441,85,   101H,0,2018, $-   ," $294,200 "," $294,200 ",9/21/2012, 50205/ 197,Q,0,I," $177,000 ",Y,1021,Condo  ," 1,012 "," 1,012 "," 1,012 ",1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100910,WASHINGTON AV,441,85,   101I,0,2018, $-   ," $309,500 "," $309,500 ",4/9/2015, 54289/ 342,U,1A,I, $-   ,,1021,Condo  ," 1,108 "," 1,108 "," 1,108 ",1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100911,WASHINGTON AV,441,85,   101J,0,2018, $-   ," $290,700 "," $290,700 ",7/29/2013, 51862/  53,Q,0,I," $200,000 ",,1021,Condo  , 992 , 992 , 992 ,1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100912,WASHINGTON AV,441,85,   101K,0,2018, $-   ," $303,700 "," $303,700 ",9/10/2004, 35449/ 263,Q,0,I," $337,500 ",Y,1021,Condo  ," 1,070 "," 1,070 "," 1,070 ",1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100913,WASHINGTON AV,441,85,   101L,0,2018, $-   ," $298,400 "," $298,400 ",4/3/2015, 54272/ 167,Q,0,I," $295,000 ",Y,1021,Condo  ," 1,037 "," 1,037 "," 1,037 ",1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100914,WASHINGTON AV,441,85,   101M,0,2018, $-   ," $299,500 "," $299,500 ",3/29/2016, 55898/ 222,Q,0,I," $305,000 ",Y,1021,Condo  ," 1,044 "," 1,044 "," 1,044 ",1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100915,WASHINGTON AV,441,85,   101N,0,2018, $-   ," $297,200 "," $297,200 ",10/22/2004, 35732/ 226,Q,0,I," $315,250 ",,1021,Condo  ," 1,030 "," 1,030 "," 1,030 ",1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100916,WASHINGTON AV,441,85,   101O,0,2018, $-   ," $304,200 "," $304,200 ",1/20/2016, 55615/ 291,Q,0,I," $286,000 ",Y,1021,Condo  ," 1,073 "," 1,073 "," 1,073 ",1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100917,WASHINGTON AV,441,85,   101P,0,2018, $-   ," $237,200 "," $237,200 ",6/29/2017, 58151/ 124,Q,0,I," $280,000 ",Y,1021,Condo  , 648 , 648 , 648 ,1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100918,WASHINGTON AV,441,85,   101Q,0,2018, $-   ," $273,400 "," $273,400 ",5/22/2017, 57964/ 211,Q,0,I," $315,000 ",,1021,Condo  , 877 , 877 , 877 ,1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100919,WASHINGTON AV,441,85,   101R,0,2018, $-   ," $273,800 "," $273,800 ",5/2/2013, 51385/ 301,U,1F,I," $139,000 ",,1021,Condo  , 880 , 880 , 880 ,1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100920,WASHINGTON AV,441,85,   101S,0,2018, $-   ," $321,500 "," $321,500 ",1/23/2015, 53982/ 349,Q,0,I," $273,000 ",Y,1021,Condo  ," 1,194 "," 1,194 "," 1,194 ",1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100921,WASHINGTON AV,441,85,   101T,0,2018, $-   ," $275,900 "," $275,900 ",6/30/2006, 39910/ 015,Q,0,I," $280,000 ",Y,1021,Condo  , 894 , 894 , 894 ,1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100922,WASHINGTON AV,441,85,   101U,0,2018, $-   ," $273,800 "," $273,800 ",9/29/2014, 53529/  93,Q,0,I," $220,000 ",Y,1021,Condo  , 880 , 880 , 880 ,1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
100923,WASHINGTON AV,441,85,   101V,0,2018, $-   ," $263,000 "," $263,000 ",10/3/2016, 56888/ 104,Q,0,I," $331,118 ",,1021,Condo  , 813 , 813 , 813 ,1897,CA,Condo-Apt,1,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Unit/AC,3 Rooms,1,1,0,Average +20
5704,WASHINGTON AV,451,86,65,0.12006428,2018," $176,900 "," $304,400 "," $481,300 ",3/28/1994, 18955/ 229,U,,, $-   ,Y,1050,THREE FAM," 3,830 "," 6,516 "," 3,390 ",1850,3F,3 Family,2,3,Gable/Hip,Vinyl Siding,Hot Water,Oil,None,,9,3,1,Average
5616,WASHINGTON AV,452,86,5,0.0815427,2018," $149,900 "," $262,400 "," $412,300 ",12/23/1998, 23262/ 316,U,1A,V, $-   ,,1040,TWO FAMILY  ," 3,555 "," 6,200 "," 2,892 ",1920,2F,2 Family,2,2,Gable/Hip,Brick Veneer,Hot Water,Gas,None,12 Rooms,4,2,0,Average
5703,WASHINGTON AV,455,86,64,0.10922865,2018," $172,300 "," $140,400 "," $312,700 ",, 17493/  38,U,,, $-   ,Y,1010,Single Fam," 2,085 "," 3,905 "," 1,757 ",1900,6,Conventional,2,1,Gable/Hip,Aluminum Sidng,Hot Water,Oil,None,,3,1,0,Average
5702,WASHINGTON AV,457,86,63,0.07295684,2018," $142,900 "," $125,700 "," $268,600 ",,,U,,, $-   ,Y,1010,Single Fam," 1,853 "," 3,204 "," 1,662 ",1920,6,Conventional,2,1,Gable/Hip,Vinyl Siding,Forced Air-Duc,Gas,None,,3,1,1,Average
5701,WASHINGTON AV,461,86,62,0.11439394,2018," $176,500 "," $208,700 "," $385,200 ",8/17/2012, 50012/ 035,Q,0,I," $312,000 ",Y,1040,TWO FAMILY  ," 2,264 "," 3,940 "," 2,038 ",1893,2F,2 Family,2,2,Gable/Hip,Wood Shingle,Hot Water,Oil,None,,4,2,0,Average
5700,WASHINGTON AV,465,86,61,0.07327824,2018," $143,200 "," $236,700 "," $379,900 ",10/27/2016, 57015/ 259,Q,0,I," $530,000 ",Y,1040,TWO FAMILY  ," 2,017 "," 3,649 "," 1,588 ",1930,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Hot Water,Gas,Central,,4,3,0,Average +10
5625,WASHINGTON AV,466,86,14,0.21163912,2018," $179,300 "," $322,000 "," $501,300 ",8/28/1986, 12814/   1,U,,, $-   ,Y,1010,Single Fam," 4,300 "," 7,332 "," 3,576 ",1920,6,Conventional,2,1,Gable/Hip,Wood Shingle,Forced Air-Duc,Gas,None,11 Rooms,4,4,0,Average +10
5691,WASHINGTON AV,469,86,52,0.17883379,2018," $178,500 "," $139,100 "," $317,600 ",6/29/1959,  7405/  235,U,,, $-   ,Y,1010,Single Fam," 1,970 "," 2,764 "," 1,542 ",1895,6,Conventional,2,1,Gambrel,Asbest Shingle,Hot Water,Gas,Central,,2,1,0,Average
5626,WASHINGTON AV,470,86,15,0.06949036,2018," $9,800 ", $-   ," $9,800 ",, 12814/   1,U,,, $-   ,,1320,RES ACLNUD  ," 5,393 "," 5,710 "," 5,393 ",1900,14,Apt 5-8,3,7,Mansard,Vinyl Siding,Hot Water,Gas,None,,0,0,,Average
5626,WASHINGTON AV,470,86,15,0.06949036,2018," $9,800 ", $-   ," $9,800 ",, 12814/   1,U,,, $-   ,,1320,RES ACLNUD  ,,,,,,,,,,,,,,,,,,
5690,WASHINGTON AV,473,86,51,0.28780992,2018," $181,300 "," $108,800 "," $290,100 ",6/27/2016,   660/ 182,U,1A,I, $1 ,Y,1010,Single Fam," 1,548 "," 2,305 "," 1,140 ",1940,1,Ranch,1,1,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,4,2,0,Average
5689,WASHINGTON AV,477,86,50,0.17736455,2018," $178,400 "," $114,100 "," $292,500 ",9/17/2007,C#124850,U,1A,I, $100 ,Y,1010,Single Fam," 1,669 "," 2,860 "," 1,380 ",1950,1,Ranch,1,1,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,3,2,0,Average
5628,WASHINGTON AV,478,86,17,0.14233242,2018," $177,500 "," $335,800 "," $513,300 ",5/1/2013, 51374/ 304,U,1V,I," $330,000 ",Y,1040,TWO FAMILY  ," 4,017 "," 5,523 "," 3,719 ",1910,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,8,3,0,Average
5687,WASHINGTON AV,491,86,48,0.14407713,2018," $177,600 "," $98,700 "," $276,300 ",2/10/2017,133643/ 664,Q,0,I," $300,000 ",Y,1010,Single Fam," 1,547 "," 2,833 "," 1,291 ",1850,4,Cape Cod,1.5,1,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,2,1,0,Average
5641,WASHINGTON AV,494,86,30,0.13163453,2018," $177,200 "," $184,600 "," $361,800 ",,,U,,, $-   ,Y,1040,TWO FAMILY  ," 2,115 "," 4,452 "," 1,579 ",1956,10,Duplex,1,2,Gable/Hip,Brick/Masonry,Hot Water,Oil,None,11 Rooms,4,3,0,Average
5654,WASHINGTON AV,505,86,    46A,0,2018, $-   ," $138,200 "," $138,200 ",5/11/1988, 14686/ 310,Q,0,I," $80,000 ",,1021,Condo  , 765 , 765 , 765 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,5 Rooms,2,1,0,Average
5655,WASHINGTON AV,505,86,   46AA,0,2018, $-   ," $183,100 "," $183,100 ",2/1/2013, 50920/ 343,U,1S,I," $100,625 ",,1021,Condo  , 950 , 950 , 950 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,5 Rooms,2,1,1,Average
5656,WASHINGTON AV,505,86,   46AB,0,2018, $-   ," $163,800 "," $163,800 ",9/15/2003, 32768/ 280,Q,0,I," $153,000 ",,1021,Condo  , 775 , 775 , 775 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,4 Rooms,2,1,0,Average
5657,WASHINGTON AV,505,86,   46AC,0,2018, $-   ," $163,800 "," $163,800 ",12/5/2002, 30015/ 154,Q,0,I," $160,000 ",Y,1021,Condo  , 775 , 775 , 775 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,4 Rooms,2,1,0,Average
5658,WASHINGTON AV,505,86,   46AD,0,2018, $-   ," $184,100 "," $184,100 ",4/29/2016, 56052/ 189,Q,0,I," $180,000 ",,1021,Condo  , 960 , 960 , 960 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,5 Rooms,2,1,1,Average
5659,WASHINGTON AV,505,86,   46AE,0,2018, $-   ," $145,500 "," $145,500 ",5/14/2002, 28538/ 166,U,1A,I, $1 ,,1021,Condo  , 635 , 635 , 635 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,4 Rooms,1,1,0,Average
5660,WASHINGTON AV,505,86,   46AF,0,2018, $-   ," $163,800 "," $163,800 ",6/21/2002, 28774/ 167,Q,1,I," $129,900 ",Y,1021,Condo  , 775 , 775 , 775 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,5 Rooms,2,1,0,Average
5661,WASHINGTON AV,505,86,    46B,0,2018, $-   ," $123,100 "," $123,100 ",11/27/2013, 52413/ 269,Q,0,I," $99,000 ",,1021,Condo  , 630 , 630 , 630 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,3 Rooms,1,1,0,Average
5662,WASHINGTON AV,505,86,    46C,0,2018, $-   ," $126,400 "," $126,400 ",3/31/2011, 47759/ 130,U,1S,I," $53,500 ",,1021,Condo  , 665 , 665 , 665 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,3 Rooms,1,1,0,Average
5663,WASHINGTON AV,505,86,    46D,0,2018, $-   ," $138,200 "," $138,200 ",2/13/2002, 27991/ 242,U,1A,I, $1 ,,1021,Condo  , 765 , 765 , 765 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,4 Rooms,2,1,0,Average
5664,WASHINGTON AV,505,86,    46E,0,2018, $-   ," $138,200 "," $138,200 ",12/8/2017, 58907/ 155,U,1S,I," $165,000 ",,1021,Condo  , 765 , 765 , 765 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,4 Rooms,2,1,0,Average
5665,WASHINGTON AV,505,86,    46F,0,2018, $-   ," $118,900 "," $118,900 ",12/18/2013, 52489/  39,Q,0,I," $95,000 ",,1021,Condo  , 575 , 575 , 575 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,4 Rooms,1,1,0,Average
5666,WASHINGTON AV,505,86,    46G,0,2018, $-   ," $123,100 "," $123,100 ",10/31/2000, 25505/ 222,Q,0,I," $86,900 ",Y,1021,Condo  , 630 , 630 , 630 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,4 Rooms,1,1,0,Average
5667,WASHINGTON AV,505,86,    46H,0,2018, $-   ," $138,200 "," $138,200 ",5/31/2000, 24990/ 091,Q,1,I," $80,000 ",Y,1021,Condo  , 765 , 765 , 765 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,4 Rooms,2,1,0,Average
5668,WASHINGTON AV,505,86,    46I,0,2018, $-   ," $163,800 "," $163,800 ",5/14/2002, 28538/ 151,U,1A,I, $1 ,,1021,Condo  , 775 , 775 , 775 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,4 Rooms,2,1,0,Average
5669,WASHINGTON AV,505,86,    46J,0,2018, $-   ," $145,500 "," $145,500 ",12/24/2001, 27666/ 339,Q,0,I," $96,000 ",Y,1021,Condo  , 635 , 635 , 635 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,4 Rooms,1,1,0,Average
5670,WASHINGTON AV,505,86,    46K,0,2018, $-   ," $188,700 "," $188,700 ",11/2/2005, 38403/ 113,U,1A,I," $175,000 ",,1021,Condo  , 950 , 950 , 950 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,5 Rooms,2,2,0,Average
5671,WASHINGTON AV,505,86,    46L,0,2018, $-   ," $163,800 "," $163,800 ",8/27/2007, 42383/ 046,Q,0,I," $164,900 ",Y,1021,Condo  , 775 , 775 , 775 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,4 Rooms,2,1,0,Average
5672,WASHINGTON AV,505,86,    46M,0,2018, $-   ," $163,800 "," $163,800 ",1/28/2013, 50886/ 130,U,1S,I," $81,500 ",,1021,Condo  , 775 , 775 , 775 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,4 Rooms,2,1,0,Average
5673,WASHINGTON AV,505,86,    46N,0,2018, $-   ," $184,100 "," $184,100 ",6/4/2010, 46490/ 272,U,1S,I," $62,000 ",,1021,Condo  , 960 , 960 , 960 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,5 Rooms,2,1,1,Average
5674,WASHINGTON AV,505,86,    46O,0,2018, $-   ," $145,500 "," $145,500 ",6/29/2007, 42080/ 066,Q,0,I," $136,000 ",,1021,Condo  , 635 , 635 , 635 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,3 Rooms,1,1,0,Average
5675,WASHINGTON AV,505,86,    46P,0,2018, $-   ," $163,800 "," $163,800 ",5/6/2003, 31360/ 340,Q,0,I," $156,000 ",,1021,Condo  , 775 , 775 , 775 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,5 Rooms,2,1,0,Average
5676,WASHINGTON AV,505,86,    46Q,0,2018, $-   ," $163,800 "," $163,800 ",8/1/2017, 58312/ 271,Q,0,I," $212,500 ",,1021,Condo  , 775 , 775 , 775 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,5 Rooms,2,1,0,Average
5677,WASHINGTON AV,505,86,    46R,0,2018, $-   ," $145,500 "," $145,500 ",9/28/2017, 58590/ 246,U,1S,I," $134,000 ",,1021,Condo  , 635 , 635 , 635 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,3 Rooms,1,1,0,Average
5678,WASHINGTON AV,505,86,    46S,0,2018, $-   ," $183,100 "," $183,100 ",12/29/1986, 13254/  21,U,,, $-   ,Y,1021,Condo  , 950 , 950 , 950 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,5 Rooms,2,1,1,Average
5679,WASHINGTON AV,505,86,    46T,0,2018, $-   ," $163,800 "," $163,800 ",4/17/1987, 13598/  54,U,,, $-   ,,1021,Condo  , 775 , 775 , 775 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,5 Rooms,2,1,0,Average
5680,WASHINGTON AV,505,86,    46U,0,2018, $-   ," $163,800 "," $163,800 ",5/14/2002, 28538/ 158,U,1A,I, $1 ,,1021,Condo  , 775 , 775 , 775 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,4 Rooms,2,1,0,Average
5681,WASHINGTON AV,505,86,    46V,0,2018, $-   ," $184,100 "," $184,100 ",3/15/2004, 34015/ 262,Q,0,I," $180,000 ",Y,1021,Condo  , 960 , 960 , 960 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,5 Rooms,2,1,1,Average
5682,WASHINGTON AV,505,86,    46W,0,2018, $-   ," $145,500 "," $145,500 ",12/31/1986, 13282/ 291,U,,, $-   ,,1021,Condo  , 635 , 635 , 635 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,4 Rooms,1,1,0,Average
5683,WASHINGTON AV,505,86,    46X,0,2018, $-   ," $163,800 "," $163,800 ",5/8/2013, 51412/ 190,U,1A,I, $1 ,Y,1021,Condo  , 775 , 775 , 775 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,5 Rooms,2,1,0,Average
5684,WASHINGTON AV,505,86,    46Y,0,2018, $-   ," $163,800 "," $163,800 ",6/10/2016, 56256/ 246,Q,0,I," $187,000 ",,1021,Condo  , 775 , 775 , 775 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,5 Rooms,2,1,0,Average
5685,WASHINGTON AV,505,86,    46Z,0,2018, $-   ," $150,100 "," $150,100 ",5/14/2002, 28538/ 160,U,1A,I, $1 ,,1021,Condo  , 635 , 635 , 635 ,1970,CA,Condo-Apt,4,1,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,None,4 Rooms,2,1,0,Average
5653,WASHINGTON AV,509,86,45,0.08264463,2018," $150,800 "," $281,600 "," $432,400 ",6/10/2016, 56250/  13,U,1V,I," $490,000 ",,1010,Single Fam," 2,006 "," 2,918 "," 1,392 ",1930,6,Conventional,1.5,1,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,4,2,1,Average
5646,WASHINGTON AV,510,86,38,0.10663453,2018," $170,200 "," $197,300 "," $367,500 ",8/9/2004, 35210/ 121,U,1A,I, $10 ,Y,1040,TWO FAMILY  ," 2,651 "," 3,600 "," 2,336 ",1940,2F,2 Family,2,2,Flat,Vinyl Siding,Hot Water,Gas,None,,6,2,0,Average
5652,WASHINGTON AV,513,86,44,0.08264463,2018," $150,800 "," $168,200 "," $319,000 ",4/14/2010, 46288/ 001,U,1V,I," $215,000 ",Y,1010,Single Fam," 2,511 "," 4,410 "," 2,160 ",1930,6,Conventional,1,1,Gable/Hip,Brick Veneer,Hot Water,Gas,None,,2,1,1,Average
5651,WASHINGTON AV,519,86,43,0.08264463,2018," $150,800 "," $148,400 "," $299,200 ",4/5/2010, 46252/ 263,U,1A,I, $10 ,Y,1010,Single Fam," 2,086 "," 3,679 "," 1,624 ",1908,6,Conventional,1.5,1,Gable/Hip,Vinyl Siding,Forced Air-Duc,Oil,None,,3,2,0,Average
5937,WASHINGTON AV,521,89,97,0.18562902,2018," $205,200 "," $367,000 "," $572,200 ",3/24/1995, 19659/   4,U,,, $-   ,Y,1110,APT 4-UNT  ," 4,453 "," 6,290 "," 3,768 ",1927,4F,Apt 4,2.5,4,Gable/Hip,Brick/Masonry,Hot Water,Gas,None,17 Rooms,6,4,0,Average
5901,WASHINGTON AV,524,89,50,0.09951791,2018," $164,400 "," $131,900 "," $296,300 ",10/9/2015, 55170/ 202,Q,0,I," $310,000 ",Y,1010,Single Fam," 1,934 "," 3,227 "," 1,677 ",1900,6,Conventional,2,1,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,4,1,1,Average
